"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
8,5,20,18,55,31,6,42.774062,16.872948,51.25,2.79,5.25595e-07,4.14,"VM","20_Tag40817_VM-12",2020-05-08 18:55:31,2020
9,5,20,1,55,17,4,42.800433,16.837327,51,2.31,3.22527e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 01:55:17,2020
9,5,20,2,19,50,5,42.815841,16.859433,99.25,1.915,3.91966e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 02:19:50,2020
9,5,20,2,39,49,4,42.815748,16.858071,99,1.99,1.267759e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-09 02:39:49,2020
9,5,20,2,59,47,4,42.85944,16.778828,99,2.04,2.00962e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 02:59:47,2020
9,5,20,3,19,47,5,42.862895,16.773236,76,2.09,3.6269e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 03:19:47,2020
9,5,20,3,50,17,5,42.913455,16.613214,-2.75,2.385,2.42705e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 03:50:17,2020
9,5,20,4,10,16,5,42.936963,16.557717,17.5,2.37,8.01064e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 04:10:16,2020
9,5,20,5,24,41,5,42.943622,16.516615,34.75,1.725,2.49978e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-09 05:24:41,2020
9,5,20,7,18,22,6,42.951613,16.494863,40.75,1.19,1.731593e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-09 07:18:22,2020
9,5,20,11,54,1,7,42.955058,16.588329,51.5,0.935,4.755428e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-09 11:54:01,2020
9,5,20,13,40,20,5,42.937905,16.608329,201.25,0.935,4.103498e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-09 13:40:20,2020
9,5,20,14,0,14,6,42.889587,16.692037,28,1.135,5.292689e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-09 14:00:14,2020
9,5,20,14,20,14,6,42.870664,16.715822,44.75,1.215,2.29453e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-09 14:20:14,2020
9,5,20,14,40,14,6,42.871186,16.713429,31.25,1.245,2.849119e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-09 14:40:14,2020
9,5,20,16,36,6,5,42.823071,16.863148,57.25,1.17,5.73731e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 16:36:06,2020
9,5,20,16,55,59,6,42.822293,16.866801,20.75,0.955,1.335721e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-09 16:55:59,2020
9,5,20,18,8,12,6,42.807793,16.879309,25,0.52,9.70155e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-09 18:08:12,2020
9,5,20,18,28,11,6,42.797443,16.865806,43.5,0.44,3.024109e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-09 18:28:11,2020
10,5,20,1,33,5,6,42.779616,16.829449,22.25,0.55,2.088838e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-10 01:33:05,2020
10,5,20,1,53,11,4,42.801862,16.851693,22,0.365,1.47413e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-10 01:53:11,2020
10,5,20,2,13,5,5,42.803596,16.847273,69.25,0.065,1.93307e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-10 02:13:05,2020
10,5,20,3,5,23,4,42.837846,16.829837,69,-0.215,3.3105e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-10 03:05:23,2020
10,5,20,3,25,24,5,42.889574,16.743709,37.25,-0.18,2.03846e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-10 03:25:24,2020
10,5,20,4,37,25,7,43.020653,16.621441,45.25,0.285,3.526555e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-10 04:37:25,2020
10,5,20,8,21,2,6,43.086827,16.807992,72.25,0.125,2.883056e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-10 08:21:02,2020
10,5,20,15,34,15,6,42.871547,16.656482,64.5,-0.95,1.287917e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-10 15:34:15,2020
10,5,20,15,54,16,6,42.826018,16.736992,57,-1.58,2.889974e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-10 15:54:16,2020
11,5,20,1,9,58,6,42.793714,16.833676,21.75,-1.8,6.48243e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-11 01:09:58,2020
11,5,20,3,44,17,6,42.942426,16.621614,60.75,-2.17,2.969385e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-11 03:44:17,2020
11,5,20,5,40,5,6,43.076628,16.451416,26.5,-2.335,1.384261e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-11 05:40:05,2020
11,5,20,9,4,16,6,43.148922,16.433522,50.75,-2.15,9.20811e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-11 09:04:16,2020
11,5,20,17,47,47,6,42.882538,16.612399,26.25,-2.93,4.379895e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-11 17:47:47,2020
11,5,20,18,7,49,7,42.826715,16.679625,34.25,-3.31,2.69592e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-11 18:07:49,2020
12,5,20,1,1,26,5,42.78765,16.828859,69.75,-3.525,1.68674e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-12 01:01:26,2020
12,5,20,3,18,32,4,42.89886,16.712216,69,-3.585,2.94059e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-12 03:18:32,2020
12,5,20,3,38,26,6,42.983418,16.568929,67.5,-3.45,4.829058e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-12 03:38:26,2020
12,5,20,3,58,26,6,43.102424,16.51565,34.25,-3.63,1.778485e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-12 03:58:26,2020
12,5,20,10,35,7,6,43.09865,16.620419,22.25,-4.23,3.114944e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-12 10:35:07,2020
12,5,20,10,55,12,5,43.099225,16.61477,90,-4.72,3.39417e-07,4.12,"VM","20_Tag40817_VM-12",2020-05-12 10:55:12,2020
12,5,20,11,15,6,6,43.100727,16.669732,28,-4.565,6.205476e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-12 11:15:06,2020
12,5,20,12,13,31,7,43.103477,16.658998,61.5,-4.295,1.028655e-05,4.12,"VM","20_Tag40817_VM-12",2020-05-12 12:13:31,2020
12,5,20,17,14,29,6,42.952163,16.605283,36,-4.69,1.632402e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-12 17:14:29,2020
12,5,20,17,34,30,7,42.875051,16.680896,44.5,-5.13,1.932072e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-12 17:34:30,2020
12,5,20,17,54,30,8,42.814641,16.794712,33,-5.01,3.829293e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-12 17:54:30,2020
12,5,20,18,14,30,6,42.813634,16.798275,40.5,-4.825,1.596587e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-12 18:14:30,2020
12,5,20,18,34,32,6,42.792386,16.832726,41.25,-4.725,1.77244e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-12 18:34:32,2020
12,5,20,18,54,26,6,42.789573,16.835035,76.75,-4.835,1.190532e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-12 18:54:26,2020
13,5,20,1,50,5,5,42.786956,16.824434,73.75,-5.34,9.59619e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-13 01:50:05,2020
13,5,20,2,10,10,4,42.784658,16.819116,76,-5.905,1.564296e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-13 02:10:10,2020
13,5,20,2,30,9,4,42.785655,16.814977,76,-5.92,4.82263e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-13 02:30:09,2020
13,5,20,2,50,3,5,42.838849,16.816021,63.75,-5.585,2.16987e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-13 02:50:03,2020
13,5,20,3,10,11,5,42.866732,16.790192,70,-5.47,4.56348e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-13 03:10:11,2020
13,5,20,3,30,7,6,42.93435,16.627422,43.75,-5.545,2.98357e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-13 03:30:07,2020
13,5,20,3,50,6,5,43.054303,16.644402,73.75,-5.68,4.21427e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-13 03:50:06,2020
13,5,20,4,41,2,6,43.117374,16.694591,15.75,-5.935,2.031951e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-13 04:41:02,2020
13,5,20,16,19,5,6,43.005161,16.748184,94.75,-6.635,3.128198e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-13 16:19:05,2020
13,5,20,16,59,7,6,42.881991,16.572284,54,-6.7,1.577003e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-13 16:59:07,2020
13,5,20,17,19,5,6,42.858114,16.649735,18.5,-6.785,1.438643e-06,4.14,"VM","20_Tag40817_VM-12",2020-05-13 17:19:05,2020
13,5,20,17,39,5,6,42.818197,16.717333,23.5,-6.755,2.800929e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-13 17:39:05,2020
13,5,20,17,59,7,7,42.809646,16.794677,44.25,-6.795,2.240458e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-13 17:59:07,2020
13,5,20,18,19,5,6,42.796953,16.818981,52.25,-6.88,8.14658e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-13 18:19:05,2020
13,5,20,18,39,4,6,42.789895,16.831048,44.5,-6.82,1.449275e-06,4.12,"VM","20_Tag40817_VM-12",2020-05-13 18:39:04,2020
14,5,20,1,31,54,6,42.779062,16.830044,71,-7.02,4.8727e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 01:31:54,2020
14,5,20,1,51,56,5,42.7897,16.82534,67,-7.545,8.39435e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 01:51:56,2020
14,5,20,2,12,1,5,42.789631,16.823677,63.75,-7.815,8.11375e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 02:12:01,2020
14,5,20,2,32,0,5,42.789554,16.821378,41,-7.615,2.00179e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 02:32:00,2020
14,5,20,3,1,48,5,42.794499,16.81687,69.5,-7.52,5.80812e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 03:01:48,2020
14,5,20,3,21,42,5,42.889818,16.750356,3,-7.64,4.12032e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 03:21:42,2020
14,5,20,3,41,48,7,42.980921,16.602075,49.75,-7.605,4.088178e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 03:41:48,2020
14,5,20,4,1,46,5,43.073682,16.660865,2.75,-7.625,6.49295e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 04:01:46,2020
14,5,20,4,21,45,6,43.0816,16.783032,47,-7.685,2.49076e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 04:21:45,2020
14,5,20,5,22,51,5,43.094392,16.878948,12.25,-7.525,3.76854e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 05:22:51,2020
14,5,20,8,50,41,7,43.072011,16.949866,45,-7.395,1.147351e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 08:50:41,2020
14,5,20,10,43,42,5,43.062065,16.973808,10.25,-7.655,1.0377e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-14 10:43:42,2020
14,5,20,11,15,36,5,43.050574,16.941815,36.75,-8.035,4.489919e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 11:15:36,2020
14,5,20,14,20,37,7,43.028934,16.911932,34.75,-8.215,6.124427e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 14:20:37,2020
14,5,20,15,29,54,6,43.014806,16.735574,127,-8.4,6.564743e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-14 15:29:54,2020
14,5,20,15,49,51,6,42.950676,16.569211,58.25,-8.635,9.21838e-07,4.1,"VM","20_Tag40817_VM-12",2020-05-14 15:49:51,2020
14,5,20,16,25,19,7,42.826637,16.630377,36.5,-8.43,2.170348e-06,4.1,"VM","20_Tag40817_VM-12",2020-05-14 16:25:19,2020
15,5,20,1,33,16,5,42.78124,16.828534,62.75,-9.055,1.3717e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-15 01:33:16,2020
15,5,20,2,51,9,5,42.829015,16.829415,49.5,-9.66,1.16864e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-15 02:51:09,2020
15,5,20,3,11,9,5,42.882666,16.793492,39.25,-9.79,6.07061e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-15 03:11:09,2020
15,5,20,3,31,14,5,42.91048,16.650967,27.5,-9.5,1.382241e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-15 03:31:14,2020
15,5,20,3,51,8,6,43.038492,16.640611,53.75,-9.31,7.26058e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-15 03:51:08,2020
15,5,20,5,54,1,7,43.035754,17.003631,27.75,-9.66,2.826381e-06,4.04,"VM","20_Tag40817_VM-12",2020-05-15 05:54:01,2020
15,5,20,6,49,15,5,43.010629,16.993538,76.5,-10.29,1.51007e-07,4.06,"VM","20_Tag40817_VM-12",2020-05-15 06:49:15,2020
16,5,20,1,34,10,5,42.790517,16.834444,31.75,-11.03,1.002273e-06,4.08,"VM","20_Tag40817_VM-12",2020-05-16 01:34:10,2020
16,5,20,1,54,6,5,42.788635,16.832836,35.5,-11.75,1.63808e-07,4.08,"VM","20_Tag40817_VM-12",2020-05-16 01:54:06,2020
16,5,20,2,14,22,4,42.788097,16.836109,27,-11.7,2.14132e-07,4.04,"VM","20_Tag40817_VM-12",2020-05-16 02:14:22,2020
16,5,20,3,32,15,6,42.902557,16.675088,44.5,-11.175,2.923615e-06,4.06,"VM","20_Tag40817_VM-12",2020-05-16 03:32:15,2020
16,5,20,3,52,9,6,43.00541,16.630417,46.25,-11.145,3.774847e-06,4.06,"VM","20_Tag40817_VM-12",2020-05-16 03:52:09,2020
