"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
9,5,20,1,56,40,6,42.814859,16.881893,33,2.23,4.512179e-06,4.06,"VM","20_Tag40615_VM-23",2020-05-09 01:56:40,2020
9,5,20,2,16,44,5,42.810897,16.870465,-38.5,2.025,7.24296e-07,4.04,"VM","20_Tag40615_VM-23",2020-05-09 02:16:44,2020
9,5,20,2,36,43,6,42.837133,16.831564,31.5,2.2,4.022326e-06,4.06,"VM","20_Tag40615_VM-23",2020-05-09 02:36:43,2020
9,5,20,2,56,44,6,42.907675,16.654223,42,2.37,2.588158e-06,4.02,"VM","20_Tag40615_VM-23",2020-05-09 02:56:44,2020
9,5,20,3,16,46,5,42.991974,16.572064,174.75,2.26,6.073656e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 03:16:46,2020
9,5,20,3,36,40,5,42.971917,16.533135,58,2.205,3.066946e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 03:36:40,2020
9,5,20,4,2,54,6,42.994181,16.51162,79,2.14,3.176858e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 04:02:54,2020
9,5,20,4,27,59,6,43.053729,16.632629,36.75,2.23,1.01327e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 04:27:59,2020
9,5,20,5,10,14,5,43.088342,16.787092,-8.75,2.28,1.812251e-06,4.02,"VM","20_Tag40615_VM-23",2020-05-09 05:10:14,2020
9,5,20,9,6,46,6,43.102126,16.783073,35.75,1.815,1.173223e-06,4.02,"VM","20_Tag40615_VM-23",2020-05-09 09:06:46,2020
9,5,20,11,48,38,5,43.110396,16.774185,66.25,2.23,1.098179e-06,4.02,"VM","20_Tag40615_VM-23",2020-05-09 11:48:38,2020
9,5,20,15,31,33,7,43.088035,16.788978,61.75,2.36,4.020312e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 15:31:33,2020
9,5,20,16,12,56,7,43.024361,16.746331,28.25,2.135,6.916495e-06,4.06,"VM","20_Tag40615_VM-23",2020-05-09 16:12:56,2020
9,5,20,17,13,34,6,43.000985,16.652362,32,1.73,6.592788e-06,4.06,"VM","20_Tag40615_VM-23",2020-05-09 17:13:34,2020
9,5,20,19,52,4,7,42.799271,16.816468,42,1.525,2.967823e-06,4.06,"VM","20_Tag40615_VM-23",2020-05-09 19:52:04,2020
9,5,20,21,12,1,6,42.77917,16.829732,74.5,1.49,3.860125e-06,4.04,"VM","20_Tag40615_VM-23",2020-05-09 21:12:01,2020
