"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
5,5,19,14,10,37,5,42.774178,16.87326,63.25,1.425,1.369751e-06,4.14,"Z","19_Tag17604_Z-7",2019-05-05 14:10:37,2019
5,5,19,14,30,36,5,42.773806,16.873633,20.5,1.495,6.20648e-07,4.14,"Z","19_Tag17604_Z-7",2019-05-05 14:30:36,2019
5,5,19,20,10,16,9,42.805451,16.88045,54,1.75,2.120171e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-05 20:10:16,2019
5,5,19,20,30,17,7,42.822949,16.850209,29.75,2.08,3.204593e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-05 20:30:17,2019
5,5,19,20,50,16,7,42.823343,16.852328,23.5,2.145,1.568875e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-05 20:50:16,2019
5,5,19,23,18,40,9,42.828301,16.854127,44.5,1.84,5.603764e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-05 23:18:40,2019
6,5,19,1,4,19,9,42.833444,16.845105,-11.25,1.93,5.928287e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 01:04:19,2019
6,5,19,1,24,34,6,42.81377,16.897827,24.75,2.485,4.182058e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 01:24:34,2019
6,5,19,1,44,36,5,42.814761,16.898428,39.25,2.685,3.62485e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-06 01:44:36,2019
6,5,19,2,53,28,6,42.819511,16.906107,37,2.485,7.879105e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 02:53:28,2019
6,5,19,3,13,38,6,42.822974,16.910155,41,2.135,6.560736e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 03:13:38,2019
6,5,19,3,33,41,7,42.803155,17.057403,58.25,2.185,6.299695e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 03:33:41,2019
6,5,19,3,54,15,5,42.749572,17.055479,27.75,2.77,1.204499e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 03:54:15,2019
6,5,19,4,14,14,6,42.727877,17.058488,50.5,3.015,1.312134e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 04:14:14,2019
6,5,19,4,34,14,7,42.719611,17.159261,41.5,2.76,3.610144e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 04:34:14,2019
6,5,19,5,1,44,6,42.698323,17.264529,37.75,2.555,1.291092e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 05:01:44,2019
6,5,19,5,21,44,5,42.688305,17.325667,-19.25,2.6,2.003e-07,4.1,"Z","19_Tag17604_Z-7",2019-05-06 05:21:44,2019
6,5,19,5,42,0,6,42.691788,17.360429,5.75,2.955,3.263694e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 05:42:00,2019
6,5,19,6,22,59,7,42.614341,17.411913,51,2.415,5.938594e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 06:22:59,2019
6,5,19,6,53,46,7,42.69936,17.291596,38.25,2.445,3.682165e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 06:53:46,2019
6,5,19,7,21,32,5,42.782992,17.200552,16.25,2.59,4.33755e-07,4.12,"Z","19_Tag17604_Z-7",2019-05-06 07:21:32,2019
6,5,19,8,19,2,5,42.798327,17.1805,-17.25,2.56,1.154358e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 08:19:02,2019
6,5,19,9,30,48,7,42.804141,17.176676,48.25,2.78,2.486431e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 09:30:48,2019
6,5,19,10,30,10,6,42.795143,17.178862,5,3.105,2.35417e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 10:30:10,2019
6,5,19,11,58,53,6,42.804825,17.129666,132,3.145,4.330988e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 11:58:53,2019
6,5,19,12,26,27,7,42.804014,17.137,35.5,3.37,1.509518e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 12:26:27,2019
6,5,19,12,56,27,7,42.808908,17.142845,47.5,3.385,3.480175e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 12:56:27,2019
6,5,19,14,29,29,6,42.874239,16.94134,9.5,3.245,3.321686e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 14:29:29,2019
6,5,19,15,2,23,7,42.850259,16.901128,39.75,3.475,3.191575e-06,4.12,"Z","19_Tag17604_Z-7",2019-05-06 15:02:23,2019
6,5,19,16,46,51,6,42.8449,16.820265,7,3.615,2.577567e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-06 16:46:51,2019
6,5,19,19,13,59,6,42.831788,16.829806,36,3.575,1.80053e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-06 19:13:59,2019
7,5,19,2,16,7,5,42.785437,16.87669,8,3.915,1.449214e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 02:16:07,2019
7,5,19,2,36,7,5,42.802553,16.873673,0.25,4.55,1.39403e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-07 02:36:07,2019
7,5,19,3,4,51,6,42.814056,16.862675,10.25,4.59,5.30632e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 03:04:51,2019
7,5,19,3,25,13,6,42.817251,16.854477,102.75,4.21,4.351408e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 03:25:13,2019
7,5,19,3,45,13,7,42.854159,16.810481,36.25,4.175,7.485402e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 03:45:13,2019
7,5,19,4,5,13,5,42.874055,16.679434,30.5,4.385,1.149316e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 04:05:13,2019
7,5,19,4,26,15,5,42.906626,16.650585,40.5,4.345,6.85653e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-07 04:26:15,2019
7,5,19,4,46,16,5,42.908925,16.652919,54,4.3,9.32255e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-07 04:46:16,2019
7,5,19,5,30,13,5,42.910622,16.629133,-7.25,4.565,5.12531e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-07 05:30:13,2019
7,5,19,5,50,13,6,42.949681,16.622332,34.75,4.745,5.387148e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 05:50:13,2019
7,5,19,6,10,13,6,43.00136,16.620174,23.5,4.685,5.591353e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 06:10:13,2019
7,5,19,6,30,17,6,43.011684,16.747469,34.25,4.655,3.259282e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 06:30:17,2019
7,5,19,6,53,11,6,43.011816,16.798455,68.75,4.76,8.70252e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-07 06:53:11,2019
7,5,19,7,29,12,7,43.026508,16.904014,28.25,4.655,2.621627e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-07 07:29:12,2019
7,5,19,8,1,41,7,43.054235,17.04625,13.75,4.26,2.009284e-06,4.1,"Z","19_Tag17604_Z-7",2019-05-07 08:01:41,2019
7,5,19,9,10,48,6,43.040631,17.106806,8,4.085,4.049654e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 09:10:48,2019
7,5,19,9,55,13,7,43.072849,17.181836,39.75,4.645,4.102562e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 09:55:13,2019
7,5,19,15,32,41,7,42.980643,16.598693,42.25,5.565,5.148795e-06,4.08,"Z","19_Tag17604_Z-7",2019-05-07 15:32:41,2019
8,5,19,2,9,51,5,42.797378,16.878564,-1.25,5.585,5.97427e-07,4.08,"Z","19_Tag17604_Z-7",2019-05-08 02:09:51,2019
