"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
24,5,19,1,47,48,4,42.790093,16.875005,63,1.71,1.085581e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-24 01:47:48,2019
24,5,19,2,7,45,6,42.791337,16.877407,63,1.515,2.625018e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-24 02:07:45,2019
24,5,19,2,27,46,5,42.793788,16.8788,13.75,1.545,1.74097e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-24 02:27:46,2019
24,5,19,2,47,49,4,42.795405,16.879815,13,1.68,4.64276e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-24 02:47:49,2019
24,5,19,3,7,45,5,42.796309,16.880505,17.5,1.68,1.75007e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-24 03:07:45,2019
24,5,19,3,27,49,4,42.796804,16.874781,17,1.645,3.88044e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-24 03:27:49,2019
24,5,19,3,47,43,6,42.870567,16.86854,57,1.64,5.578719e-06,4.08,"Z","19_Tag40094_Z-16",2019-05-24 03:47:43,2019
24,5,19,4,9,21,6,42.887676,16.895334,57.5,1.41,1.384217e-06,4.08,"Z","19_Tag40094_Z-16",2019-05-24 04:09:21,2019
24,5,19,4,34,48,6,42.882041,16.886887,22.25,1.13,5.42549e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-24 04:34:48,2019
24,5,19,5,4,48,5,42.890799,16.882095,-229,1.31,2.116472e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-24 05:04:48,2019
24,5,19,7,32,26,6,42.88837,16.865118,7.5,1.825,5.67653e-06,4.08,"Z","19_Tag40094_Z-16",2019-05-24 07:32:26,2019
25,5,19,3,29,56,5,42.833034,16.872238,103.25,0.825,3.34608e-07,4.08,"Z","19_Tag40094_Z-16",2019-05-25 03:29:56,2019
26,5,19,1,39,36,5,42.775195,16.875997,74,0.505,2.24726e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-26 01:39:36,2019
27,5,19,1,42,20,4,42.775148,16.876061,74,-0.195,1.039037e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-27 01:42:20,2019
27,5,19,4,15,55,6,43.238893,16.23217,30.75,-0.845,3.544422e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-27 04:15:55,2019
29,5,19,0,49,41,7,43.382702,16.159035,41.25,-1.715,6.703262e-06,4.12,"Z","19_Tag40094_Z-16",2019-05-29 00:49:41,2019
29,5,19,1,9,38,6,43.385191,16.152881,36,-2.485,8.510755e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 01:09:38,2019
29,5,19,1,29,41,6,43.387846,16.14711,26,-2.23,7.398115e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 01:29:41,2019
29,5,19,1,49,38,5,43.389451,16.140563,4.25,-1.78,2.524502e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 01:49:38,2019
29,5,19,2,9,44,4,43.390978,16.137062,4,-1.745,6.15715e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-29 02:09:44,2019
29,5,19,2,29,41,5,43.393427,16.132288,48.5,-1.875,3.0202e-07,4.12,"Z","19_Tag40094_Z-16",2019-05-29 02:29:41,2019
29,5,19,2,49,43,5,43.395168,16.127796,102.5,-1.97,5.24368e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-29 02:49:43,2019
29,5,19,3,9,38,5,43.397351,16.122253,54.75,-2.005,1.095938e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 03:09:38,2019
29,5,19,3,29,38,6,43.383555,16.159117,44.25,-1.94,8.61918e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-29 03:29:38,2019
29,5,19,3,49,38,5,43.416659,16.073997,37.5,-1.89,8.27298e-07,4.1,"Z","19_Tag40094_Z-16",2019-05-29 03:49:38,2019
29,5,19,4,9,37,5,43.455243,15.965925,12,-2.01,1.322832e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 04:09:37,2019
29,5,19,8,3,2,7,44.091147,14.69208,41.25,-2.26,2.841976e-06,4.08,"Z","19_Tag40094_Z-16",2019-05-29 08:03:02,2019
29,5,19,8,24,44,8,44.15518,14.589257,18.5,-2.08,8.613624e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 08:24:44,2019
29,5,19,8,44,40,6,44.193575,14.491701,37.75,-1.74,6.238126e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 08:44:40,2019
29,5,19,9,45,17,7,44.497584,14.119434,37.5,-2.085,1.790271e-06,4.08,"Z","19_Tag40094_Z-16",2019-05-29 09:45:17,2019
29,5,19,10,24,4,7,44.609591,14.036754,53.5,-2.59,3.49311e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 10:24:04,2019
29,5,19,10,51,33,6,44.648323,14.004953,9.25,-2.545,3.719456e-06,4.1,"Z","19_Tag40094_Z-16",2019-05-29 10:51:33,2019
