"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
8,5,20,1,12,20,6,42.81967,16.899392,39.25,0.505,5.31288e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 01:12:20,2020
8,5,20,1,32,20,6,42.825561,16.92614,26,0.57,5.702122e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 01:32:20,2020
8,5,20,1,52,21,5,42.826688,16.923575,19.25,0.51,4.5732e-07,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 01:52:21,2020
8,5,20,2,12,20,5,42.82835,16.923119,59.5,0.38,1.094346e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 02:12:20,2020
8,5,20,2,32,20,6,42.829778,16.921023,38.5,0.505,6.791638e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 02:32:20,2020
8,5,20,2,52,20,5,42.841352,16.822941,59.5,0.62,1.229158e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 02:52:20,2020
8,5,20,3,12,20,6,42.894951,16.679803,14.25,0.55,1.776075e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 03:12:20,2020
8,5,20,3,32,19,6,42.925808,16.626388,40.5,0.545,4.050198e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 03:32:19,2020
8,5,20,3,52,20,6,42.940403,16.592479,27.5,0.575,1.526385e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 03:52:20,2020
8,5,20,4,12,20,6,42.946117,16.588436,58.75,0.525,6.052638e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 04:12:20,2020
8,5,20,4,32,26,5,42.971689,16.576755,48.5,0.53,1.135996e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 04:32:26,2020
8,5,20,4,52,25,5,42.972041,16.574911,88,0.545,4.11668e-07,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 04:52:25,2020
8,5,20,5,13,1,6,42.971372,16.572986,-1.5,0.675,1.50721e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 05:13:01,2020
8,5,20,5,33,0,5,42.972003,16.572003,-23,0.79,1.99936e-07,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 05:33:00,2020
8,5,20,5,52,55,6,42.973402,16.572544,33,0.625,1.769954e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 05:52:55,2020
8,5,20,6,13,0,5,42.973482,16.572325,-84.25,0.445,4.60328e-07,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 06:13:00,2020
8,5,20,6,40,4,6,42.999106,16.565327,32.5,0.5,3.306871e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 06:40:04,2020
8,5,20,7,0,5,6,43.001134,16.562792,23.75,0.6,2.448936e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 07:00:05,2020
8,5,20,7,20,1,6,43.001794,16.563748,8,0.615,1.490315e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 07:20:01,2020
8,5,20,7,40,6,5,43.003781,16.565848,41.5,0.635,1.241999e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 07:40:06,2020
8,5,20,8,0,3,6,43.015123,16.598318,22.25,0.575,9.89751e-07,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 08:00:03,2020
8,5,20,8,43,31,8,43.012787,16.607099,56.25,0.765,5.922368e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 08:43:31,2020
8,5,20,9,6,1,7,42.967498,16.550141,15.75,0.985,1.622955e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 09:06:01,2020
8,5,20,10,12,28,6,42.962065,16.564534,36.25,0.63,1.365878e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 10:12:28,2020
8,5,20,10,48,53,7,42.92908,16.490819,43.75,0.34,4.950535e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 10:48:53,2020
8,5,20,11,19,42,6,42.951442,16.446574,39.75,0.375,3.631838e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 11:19:42,2020
8,5,20,11,39,40,6,42.953064,16.447524,38.25,0.51,4.089111e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 11:39:40,2020
8,5,20,12,1,21,6,42.956397,16.458723,92.75,0.615,5.770809e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 12:01:21,2020
8,5,20,12,21,21,6,42.96045,16.474023,5.75,0.62,3.386366e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 12:21:21,2020
8,5,20,12,46,44,6,42.966318,16.476562,5,0.695,6.221635e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 12:46:44,2020
8,5,20,13,17,58,6,42.963775,16.476783,-1.75,0.8,6.963286e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 13:17:58,2020
8,5,20,13,49,35,8,42.971576,16.48724,44,0.77,9.895282e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 13:49:35,2020
8,5,20,14,9,45,6,42.955982,16.491688,65.75,0.345,8.859332e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 14:09:45,2020
8,5,20,15,5,27,6,42.941917,16.509322,40,0.64,1.124018e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 15:05:27,2020
8,5,20,15,32,1,6,42.926276,16.537444,35.75,0.585,2.414656e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 15:32:01,2020
8,5,20,16,32,9,8,42.86121,16.717307,43.5,0.51,2.175806e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 16:32:09,2020
8,5,20,16,58,4,6,42.84296,16.782819,6.5,0.73,2.471615e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 16:58:04,2020
8,5,20,17,18,7,5,42.827099,16.810662,-19.5,0.87,3.94245e-07,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 17:18:07,2020
8,5,20,17,43,16,6,42.825096,16.812612,14,0.86,1.345484e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 17:43:16,2020
8,5,20,18,16,22,7,42.816225,16.834114,37.75,0.93,2.63367e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 18:16:22,2020
8,5,20,18,36,24,6,42.815756,16.840804,50,0.925,1.157983e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 18:36:24,2020
8,5,20,18,56,28,6,42.802198,16.878127,79,0.66,1.377129e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 18:56:28,2020
8,5,20,19,16,38,7,42.802642,16.879684,50,0.495,1.185128e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 19:16:38,2020
8,5,20,19,36,45,5,42.794606,16.880135,44,0.67,7.7105e-08,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 19:36:45,2020
8,5,20,19,56,12,7,42.776172,16.876292,36.75,0.815,5.424308e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 19:56:12,2020
8,5,20,22,36,5,6,42.781333,16.876764,-39.75,0.795,1.97791e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 22:36:05,2020
8,5,20,22,56,5,5,42.794839,16.884385,99.25,0.695,3.612022e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 22:56:05,2020
8,5,20,23,16,5,6,42.81022,16.86421,32.75,0.605,6.306043e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 23:16:05,2020
8,5,20,23,36,5,6,42.808454,16.884175,27.75,0.745,2.667539e-06,4.14,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 23:36:05,2020
8,5,20,23,56,7,6,42.809653,16.887327,40.75,0.82,4.44347e-07,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-08 23:56:07,2020
9,5,20,0,16,41,8,42.81069,16.890443,31,0.715,5.073363e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 00:16:41,2020
9,5,20,0,36,42,7,42.810171,16.891676,62.25,0.725,4.966828e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 00:36:42,2020
9,5,20,0,56,49,8,42.809515,16.892767,22.25,0.745,5.849778e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 00:56:49,2020
9,5,20,1,16,54,7,42.809078,16.893793,47.75,0.695,6.608766e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 01:16:54,2020
9,5,20,1,36,54,6,42.819047,16.878467,50.25,0.745,7.143803e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 01:36:54,2020
9,5,20,1,56,59,5,42.818405,16.877543,77.25,0.745,7.72349e-07,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 01:56:59,2020
9,5,20,2,17,3,5,42.822836,16.856161,66.25,0.67,3.27737e-07,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 02:17:03,2020
9,5,20,2,37,8,6,42.825007,16.853096,23.75,0.73,7.97199e-07,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 02:37:08,2020
9,5,20,2,57,12,6,42.853236,16.784628,16,0.76,1.685789e-06,4.1,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 02:57:12,2020
9,5,20,3,17,19,6,42.854297,16.781406,42.5,0.58,4.84806e-07,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 03:17:19,2020
9,5,20,3,37,18,6,42.907153,16.625846,46.5,0.57,3.467924e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 03:37:18,2020
9,5,20,4,1,38,6,42.970077,16.525641,37.5,0.81,3.033147e-06,4.12,"Z","20_Tag40073_Z-131 (2nd Parent)",2020-05-09 04:01:38,2020
