"day","month","year","hour","minute","second","satellites","latitude","longitude","altitude","time_offset","accuracy","voltage","colony_code","bird_id","dttm","deploy_year"
10,5,20,19,1,4,6,42.773908,16.873304,72.75,2.635,1.09202e-06,4.14,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-10 19:01:04,2020
11,5,20,1,20,55,6,42.7797,16.875942,47,2.475,3.079113e-06,4.14,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 01:20:55,2020
11,5,20,1,40,56,7,42.828076,16.877854,45.25,2.245,3.521836e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 01:40:56,2020
11,5,20,2,6,13,5,42.831194,16.875222,16.25,2.35,1.035064e-06,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 02:06:13,2020
11,5,20,2,26,15,5,42.831994,16.869419,88,2.47,1.74488e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 02:26:15,2020
11,5,20,2,46,15,6,42.839307,16.86402,46,2.275,4.318708e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 02:46:15,2020
11,5,20,3,6,16,7,42.84008,16.866312,33.25,2.055,3.870383e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 03:06:16,2020
11,5,20,3,26,14,6,42.852757,16.830784,42.5,2.07,8.20515e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 03:26:14,2020
11,5,20,3,46,15,8,42.865831,16.751171,50,2.205,4.274359e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 03:46:15,2020
11,5,20,4,6,15,6,42.964665,16.579824,19,2.17,7.58052e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 04:06:15,2020
11,5,20,4,26,14,6,43.047571,16.551762,-3,2.055,4.905434e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 04:26:14,2020
11,5,20,4,46,19,5,43.021714,16.526058,51.75,2.545,8.5924e-07,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 04:46:19,2020
11,5,20,5,26,25,5,43.036646,16.509673,56.25,1.885,1.00211e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 05:26:25,2020
11,5,20,5,49,26,6,43.039977,16.509991,37.75,1.695,4.328807e-06,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 05:49:26,2020
11,5,20,6,29,25,5,43.056946,16.51774,-69.75,1.92,3.92198e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 06:29:25,2020
11,5,20,7,33,13,5,43.056459,16.511153,8.5,2.32,9.05107e-07,4.08,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 07:33:13,2020
11,5,20,7,53,15,6,43.024192,16.4863,39,2.3,7.006714e-06,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 07:53:15,2020
11,5,20,8,13,7,6,43.03113,16.487093,29.75,1.88,2.244327e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 08:13:07,2020
11,5,20,8,51,29,6,43.036073,16.484261,35.75,1.755,4.54779e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 08:51:29,2020
11,5,20,9,12,4,6,43.050781,16.461942,39,1.93,2.606287e-06,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 09:12:04,2020
11,5,20,9,32,4,6,43.064294,16.461767,72.25,2.02,2.135095e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 09:32:04,2020
11,5,20,9,52,47,5,43.065617,16.460203,18.5,1.915,2.98768e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 09:52:47,2020
11,5,20,10,27,3,5,43.111772,16.497092,21.25,1.635,1.02385e-07,4.1,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 10:27:03,2020
11,5,20,10,47,2,9,43.090482,16.499419,50.75,1.525,4.83938e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 10:47:02,2020
11,5,20,11,7,2,6,43.087772,16.495442,32.5,1.675,4.937929e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 11:07:02,2020
11,5,20,11,39,13,6,43.091059,16.493184,32.75,1.875,2.536298e-06,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 11:39:13,2020
11,5,20,12,7,5,5,43.081548,16.497828,22,1.985,9.9172e-07,4.12,"Z","20_Tag40039_Z-15 (2nd Parent)",2020-05-11 12:07:05,2020
